,method,seed,k,epoch,train_test,tp,tn,fp,fn
17226,original,0,2,214,train,240,249,37,46
17227,original,0,2,214,test,17,18,3,4
17228,original,0,2,215,train,244,243,43,42
17229,original,0,2,215,test,17,18,3,4
17230,original,0,2,216,train,240,249,37,46
17231,original,0,2,216,test,17,18,3,4
17232,original,0,2,217,train,244,243,43,42
17233,original,0,2,217,test,17,18,3,4
17234,original,0,2,218,train,240,249,37,46
17235,original,0,2,218,test,17,18,3,4
17236,original,0,2,219,train,244,244,42,42
17237,original,0,2,219,test,17,18,3,4
17238,original,0,2,220,train,240,249,37,46
17239,original,0,2,220,test,17,18,3,4
17240,original,0,2,221,train,244,243,43,42
17241,original,0,2,221,test,17,18,3,4
17242,original,0,2,222,train,241,249,37,45
17243,original,0,2,222,test,17,18,3,4
17244,original,0,2,223,train,245,243,43,41
17245,original,0,2,223,test,17,18,3,4
17246,original,0,2,224,train,241,249,37,45
17247,original,0,2,224,test,17,18,3,4
17248,original,0,2,225,train,247,243,43,39
17249,original,0,2,225,test,17,18,3,4
17250,original,0,2,226,train,241,249,37,45
17251,original,0,2,226,test,17,18,3,4
17252,original,0,2,227,train,248,243,43,38
17253,original,0,2,227,test,17,18,3,4
17254,original,0,2,228,train,241,250,36,45
17255,original,0,2,228,test,17,18,3,4
17256,original,0,2,229,train,248,243,43,38
17257,original,0,2,229,test,17,18,3,4
17258,original,0,2,230,train,242,250,36,44
17259,original,0,2,230,test,17,18,3,4
17260,original,0,2,231,train,248,243,43,38
17261,original,0,2,231,test,17,18,3,4
17262,original,0,2,232,train,242,250,36,44
17263,original,0,2,232,test,17,18,3,4
17264,original,0,2,233,train,248,243,43,38
17265,original,0,2,233,test,17,18,3,4
17266,original,0,2,234,train,242,250,36,44
17267,original,0,2,234,test,17,18,3,4
17268,original,0,2,235,train,248,242,44,38
17269,original,0,2,235,test,17,18,3,4
17270,original,0,2,236,train,244,250,36,42
17271,original,0,2,236,test,17,18,3,4
17272,original,0,2,237,train,248,242,44,38
17273,original,0,2,237,test,17,18,3,4
17274,original,0,2,238,train,244,250,36,42
17275,original,0,2,238,test,17,18,3,4
17276,original,0,2,239,train,248,242,44,38
17277,original,0,2,239,test,17,18,3,4
17278,original,0,2,240,train,244,251,35,42
17279,original,0,2,240,test,17,18,3,4
17280,original,0,2,241,train,248,242,44,38
17281,original,0,2,241,test,17,18,3,4
17282,original,0,2,242,train,245,251,35,41
17283,original,0,2,242,test,17,18,3,4
17284,original,0,2,243,train,248,241,45,38
17285,original,0,2,243,test,17,18,3,4
17286,original,0,2,244,train,245,251,35,41
17287,original,0,2,244,test,17,18,3,4
17288,original,0,2,245,train,249,241,45,37
17289,original,0,2,245,test,17,18,3,4
17290,original,0,2,246,train,245,251,35,41
17291,original,0,2,246,test,17,18,3,4
17292,original,0,2,247,train,249,241,45,37
17293,original,0,2,247,test,17,18,3,4
17294,original,0,2,248,train,245,251,35,41
17295,original,0,2,248,test,17,18,3,4
17296,original,0,2,249,train,249,240,46,37
17297,original,0,2,249,test,17,18,3,4
17298,original,0,2,250,train,245,251,35,41
17299,original,0,2,250,test,17,18,3,4
17300,original,0,2,251,train,249,240,46,37
17301,original,0,2,251,test,17,18,3,4
17302,original,0,2,252,train,245,251,35,41
17303,original,0,2,252,test,17,18,3,4
17304,original,0,2,253,train,249,240,46,37
17305,original,0,2,253,test,17,18,3,4
17306,original,0,2,254,train,245,252,34,41
17307,original,0,2,254,test,17,18,3,4
17308,original,0,2,255,train,249,240,46,37
17309,original,0,2,255,test,17,18,3,4
17310,original,0,2,256,train,247,251,35,39
17311,original,0,2,256,test,17,18,3,4
17312,original,0,2,257,train,249,240,46,37
17313,original,0,2,257,test,17,18,3,4
17314,original,0,2,258,train,248,251,35,38
17315,original,0,2,258,test,17,18,3,4
17316,original,0,2,259,train,249,240,46,37
17317,original,0,2,259,test,17,18,3,4
17318,original,0,2,260,train,248,250,36,38
17319,original,0,2,260,test,17,18,3,4
17320,original,0,2,261,train,249,240,46,37
17321,original,0,2,261,test,17,18,3,4
17322,original,0,2,262,train,248,250,36,38
17323,original,0,2,262,test,17,18,3,4
17324,original,0,2,263,train,249,240,46,37
17325,original,0,2,263,test,17,18,3,4
17326,original,0,2,264,train,248,250,36,38
17327,original,0,2,264,test,17,18,3,4
17328,original,0,2,265,train,249,240,46,37
17329,original,0,2,265,test,17,18,3,4
17330,original,0,2,266,train,248,250,36,38
17331,original,0,2,266,test,17,18,3,4
17332,original,0,2,267,train,249,240,46,37
17333,original,0,2,267,test,17,18,3,4
17334,original,0,2,268,train,249,248,38,37
17335,original,0,2,268,test,17,18,3,4
17336,original,0,2,269,train,249,240,46,37
17337,original,0,2,269,test,17,18,3,4
17338,original,0,2,270,train,249,248,38,37
17339,original,0,2,270,test,17,18,3,4
17340,original,0,2,271,train,249,240,46,37
17341,original,0,2,271,test,17,18,3,4
17342,original,0,2,272,train,249,248,38,37
17343,original,0,2,272,test,17,18,3,4
17344,original,0,2,273,train,249,240,46,37
17345,original,0,2,273,test,17,18,3,4
17346,original,0,2,274,train,249,248,38,37
17347,original,0,2,274,test,17,18,3,4
17348,original,0,2,275,train,249,240,46,37
17349,original,0,2,275,test,17,18,3,4
17350,original,0,2,276,train,249,248,38,37
17351,original,0,2,276,test,17,18,3,4
17352,original,0,2,277,train,249,240,46,37
17353,original,0,2,277,test,17,18,3,4
17354,original,0,2,278,train,249,248,38,37
17355,original,0,2,278,test,17,18,3,4
17356,original,0,2,279,train,250,240,46,36
17357,original,0,2,279,test,17,18,3,4
17358,original,0,2,280,train,249,248,38,37
17359,original,0,2,280,test,17,18,3,4
17360,original,0,2,281,train,250,240,46,36
17361,original,0,2,281,test,17,18,3,4
17362,original,0,2,282,train,249,248,38,37
17363,original,0,2,282,test,17,18,3,4
17364,original,0,2,283,train,250,240,46,36
17365,original,0,2,283,test,17,18,3,4
17366,original,0,2,284,train,249,248,38,37
17367,original,0,2,284,test,17,18,3,4
17368,original,0,2,285,train,250,240,46,36
17369,original,0,2,285,test,17,18,3,4
17370,original,0,2,286,train,249,248,38,37
17371,original,0,2,286,test,17,18,3,4
17372,original,0,2,287,train,250,240,46,36
17373,original,0,2,287,test,17,18,3,4
17374,original,0,2,288,train,249,249,37,37
17375,original,0,2,288,test,17,18,3,4
17376,original,0,2,289,train,250,241,45,36
17377,original,0,2,289,test,17,18,3,4
17378,original,0,2,290,train,249,249,37,37
17379,original,0,2,290,test,17,18,3,4
17380,original,0,2,291,train,251,241,45,35
17381,original,0,2,291,test,17,18,3,4
17382,original,0,2,292,train,249,249,37,37
17383,original,0,2,292,test,17,18,3,4
17384,original,0,2,293,train,251,241,45,35
17385,original,0,2,293,test,17,18,3,4
17386,original,0,2,294,train,249,249,37,37
17387,original,0,2,294,test,17,18,3,4
17388,original,0,2,295,train,251,241,45,35
17389,original,0,2,295,test,17,18,3,4
17390,original,0,2,296,train,249,249,37,37
17391,original,0,2,296,test,17,18,3,4
17392,original,0,2,297,train,251,241,45,35
17393,original,0,2,297,test,17,18,3,4
17394,original,0,2,298,train,249,249,37,37
17395,original,0,2,298,test,17,18,3,4
17396,original,0,2,299,train,251,241,45,35
17397,original,0,2,299,test,17,18,3,4
17398,original,0,2,300,train,249,249,37,37
17399,original,0,2,300,test,17,18,3,4
17400,original,0,2,301,train,251,241,45,35
17401,original,0,2,301,test,17,18,3,4
17402,original,0,2,302,train,249,249,37,37
17403,original,0,2,302,test,17,18,3,4
17404,original,0,2,303,train,253,241,45,33
17405,original,0,2,303,test,17,18,3,4
17406,original,0,2,304,train,249,249,37,37
17407,original,0,2,304,test,17,18,3,4
17408,original,0,2,305,train,253,241,45,33
17409,original,0,2,305,test,17,18,3,4
17410,original,0,2,306,train,249,249,37,37
17411,original,0,2,306,test,17,18,3,4
17412,original,0,2,307,train,253,241,45,33
17413,original,0,2,307,test,17,18,3,4
17414,original,0,2,308,train,249,250,36,37
17415,original,0,2,308,test,17,18,3,4
17416,original,0,2,309,train,253,241,45,33
17417,original,0,2,309,test,17,18,3,4
17418,original,0,2,310,train,249,250,36,37
17419,original,0,2,310,test,17,18,3,4
17420,original,0,2,311,train,253,241,45,33
17421,original,0,2,311,test,17,18,3,4
17422,original,0,2,312,train,249,250,36,37
17423,original,0,2,312,test,17,18,3,4
17424,original,0,2,313,train,253,241,45,33
17425,original,0,2,313,test,17,18,3,4
17426,original,0,2,314,train,249,250,36,37
17427,original,0,2,314,test,17,18,3,4
17428,original,0,2,315,train,253,241,45,33
17429,original,0,2,315,test,17,18,3,4
17430,original,0,2,316,train,249,250,36,37
17431,original,0,2,316,test,17,18,3,4
17432,original,0,2,317,train,253,241,45,33
17433,original,0,2,317,test,17,18,3,4
17434,original,0,2,318,train,249,250,36,37
17435,original,0,2,318,test,17,18,3,4
17436,original,0,2,319,train,253,241,45,33
17437,original,0,2,319,test,17,18,3,4
17438,original,0,2,320,train,249,250,36,37
17439,original,0,2,320,test,17,18,3,4
17440,original,0,2,321,train,253,241,45,33
17441,original,0,2,321,test,17,18,3,4
17442,original,0,2,322,train,249,250,36,37
17443,original,0,2,322,test,17,18,3,4
17444,original,0,2,323,train,253,241,45,33
17445,original,0,2,323,test,17,18,3,4
17446,original,0,2,324,train,250,250,36,36
17447,original,0,2,324,test,17,18,3,4
17448,original,0,2,325,train,253,241,45,33
17449,original,0,2,325,test,17,18,3,4
17450,original,0,2,326,train,250,250,36,36
17451,original,0,2,326,test,17,18,3,4
17452,original,0,2,327,train,253,241,45,33
17453,original,0,2,327,test,17,18,3,4
17454,original,0,2,328,train,250,250,36,36
17455,original,0,2,328,test,17,18,3,4
17456,original,0,2,329,train,253,241,45,33
17457,original,0,2,329,test,17,18,3,4
17458,original,0,2,330,train,250,250,36,36
17459,original,0,2,330,test,17,18,3,4
17460,original,0,2,331,train,253,241,45,33
17461,original,0,2,331,test,17,18,3,4
17462,original,0,2,332,train,250,250,36,36
17463,original,0,2,332,test,17,18,3,4
17464,original,0,2,333,train,253,241,45,33
17465,original,0,2,333,test,17,18,3,4
17466,original,0,2,334,train,250,249,37,36
17467,original,0,2,334,test,17,18,3,4
17468,original,0,2,335,train,253,241,45,33
17469,original,0,2,335,test,17,18,3,4
17470,original,0,2,336,train,250,249,37,36
17471,original,0,2,336,test,17,18,3,4
17472,original,0,2,337,train,253,241,45,33
17473,original,0,2,337,test,17,18,3,4
17474,original,0,2,338,train,250,249,37,36
17475,original,0,2,338,test,17,18,3,4
17476,original,0,2,339,train,253,241,45,33
17477,original,0,2,339,test,17,18,3,4
17478,original,0,2,340,train,250,249,37,36
17479,original,0,2,340,test,17,18,3,4
17480,original,0,2,341,train,253,241,45,33
17481,original,0,2,341,test,19,18,3,2
17482,original,0,2,342,train,250,249,37,36
17483,original,0,2,342,test,17,18,3,4
17484,original,0,2,343,train,253,241,45,33
17485,original,0,2,343,test,19,18,3,2
17486,original,0,2,344,train,250,249,37,36
17487,original,0,2,344,test,17,18,3,4
17488,original,0,2,345,train,253,241,45,33
17489,original,0,2,345,test,19,18,3,2
17490,original,0,2,346,train,250,249,37,36
17491,original,0,2,346,test,17,18,3,4
17492,original,0,2,347,train,253,241,45,33
17493,original,0,2,347,test,19,18,3,2
17494,original,0,2,348,train,250,249,37,36
17495,original,0,2,348,test,17,18,3,4
17496,original,0,2,349,train,253,241,45,33
17497,original,0,2,349,test,19,18,3,2
17498,original,0,2,350,train,252,249,37,34
17499,original,0,2,350,test,17,18,3,4
17500,original,0,2,351,train,253,241,45,33
17501,original,0,2,351,test,19,18,3,2
17502,original,0,2,352,train,252,249,37,34
17503,original,0,2,352,test,17,18,3,4
17504,original,0,2,353,train,254,241,45,32
17505,original,0,2,353,test,19,18,3,2
17506,original,0,2,354,train,252,249,37,34
17507,original,0,2,354,test,17,18,3,4
17508,original,0,2,355,train,254,242,44,32
17509,original,0,2,355,test,19,18,3,2
17510,original,0,2,356,train,252,249,37,34
17511,original,0,2,356,test,17,18,3,4
17512,original,0,2,357,train,254,242,44,32
17513,original,0,2,357,test,19,18,3,2
17514,original,0,2,358,train,252,249,37,34
17515,original,0,2,358,test,17,18,3,4
17516,original,0,2,359,train,254,242,44,32
17517,original,0,2,359,test,19,18,3,2
17518,original,0,2,360,train,252,249,37,34
17519,original,0,2,360,test,17,18,3,4
17520,original,0,2,361,train,254,242,44,32
17521,original,0,2,361,test,19,18,3,2
17522,original,0,2,362,train,252,249,37,34
17523,original,0,2,362,test,17,18,3,4
17524,original,0,2,363,train,254,242,44,32
17525,original,0,2,363,test,19,18,3,2
17526,original,0,2,364,train,253,249,37,33
17527,original,0,2,364,test,17,18,3,4
17528,original,0,2,365,train,254,242,44,32
17529,original,0,2,365,test,19,18,3,2
17530,original,0,2,366,train,253,249,37,33
17531,original,0,2,366,test,17,18,3,4
17532,original,0,2,367,train,254,242,44,32
17533,original,0,2,367,test,19,18,3,2
17534,original,0,2,368,train,253,249,37,33
17535,original,0,2,368,test,17,18,3,4
17536,original,0,2,369,train,254,242,44,32
17537,original,0,2,369,test,19,18,3,2
17538,original,0,2,370,train,253,249,37,33
17539,original,0,2,370,test,17,18,3,4
17540,original,0,2,371,train,254,242,44,32
17541,original,0,2,371,test,19,18,3,2
17542,original,0,2,372,train,253,249,37,33
17543,original,0,2,372,test,17,18,3,4
17544,original,0,2,373,train,254,242,44,32
17545,original,0,2,373,test,19,18,3,2
17546,original,0,2,374,train,253,249,37,33
17547,original,0,2,374,test,17,18,3,4
17548,original,0,2,375,train,254,242,44,32
17549,original,0,2,375,test,19,18,3,2
17550,original,0,2,376,train,253,249,37,33
17551,original,0,2,376,test,17,18,3,4
17552,original,0,2,377,train,254,242,44,32
17553,original,0,2,377,test,19,18,3,2
17554,original,0,2,378,train,253,249,37,33
17555,original,0,2,378,test,17,18,3,4
17556,original,0,2,379,train,254,242,44,32
17557,original,0,2,379,test,19,18,3,2
17558,original,0,2,380,train,253,249,37,33
17559,original,0,2,380,test,17,18,3,4
17560,original,0,2,381,train,254,242,44,32
17561,original,0,2,381,test,19,18,3,2
17562,original,0,2,382,train,253,249,37,33
17563,original,0,2,382,test,17,18,3,4
17564,original,0,2,383,train,254,242,44,32
17565,original,0,2,383,test,19,18,3,2
17566,original,0,2,384,train,253,249,37,33
17567,original,0,2,384,test,17,18,3,4
17568,original,0,2,385,train,254,241,45,32
17569,original,0,2,385,test,19,18,3,2
17570,original,0,2,386,train,253,249,37,33
17571,original,0,2,386,test,17,18,3,4
17572,original,0,2,387,train,255,241,45,31
17573,original,0,2,387,test,19,18,3,2
17574,original,0,2,388,train,253,249,37,33
17575,original,0,2,388,test,17,18,3,4
17576,original,0,2,389,train,255,241,45,31
17577,original,0,2,389,test,19,18,3,2
17578,original,0,2,390,train,253,249,37,33
17579,original,0,2,390,test,17,18,3,4
17580,original,0,2,391,train,258,241,45,28
17581,original,0,2,391,test,19,18,3,2
17582,original,0,2,392,train,253,249,37,33
17583,original,0,2,392,test,17,18,3,4
17584,original,0,2,393,train,258,241,45,28
17585,original,0,2,393,test,19,18,3,2
17586,original,0,2,394,train,253,249,37,33
17587,original,0,2,394,test,17,18,3,4
17588,original,0,2,395,train,258,241,45,28
17589,original,0,2,395,test,19,18,3,2
17590,original,0,2,396,train,253,249,37,33
17591,original,0,2,396,test,17,18,3,4
17592,original,0,2,397,train,258,242,44,28
17593,original,0,2,397,test,19,18,3,2
17594,original,0,2,398,train,253,249,37,33
17595,original,0,2,398,test,17,18,3,4
17596,original,0,2,399,train,258,242,44,28
17597,original,0,2,399,test,19,18,3,2
17598,original,0,2,400,train,253,249,37,33
17599,original,0,2,400,test,17,18,3,4
17600,original,0,3,1,train,286,0,286,0
17601,original,0,3,1,test,21,0,21,0
17602,original,0,3,2,train,286,0,286,0
17603,original,0,3,2,test,21,0,21,0
17604,original,0,3,3,train,286,0,286,0
17605,original,0,3,3,test,21,0,21,0
17606,original,0,3,4,train,286,0,286,0
17607,original,0,3,4,test,21,0,21,0
17608,original,0,3,5,train,286,0,286,0
17609,original,0,3,5,test,21,0,21,0
17610,original,0,3,6,train,286,0,286,0
17611,original,0,3,6,test,21,0,21,0
17612,original,0,3,7,train,286,0,286,0
17613,original,0,3,7,test,21,0,21,0
17614,original,0,3,8,train,286,0,286,0
17615,original,0,3,8,test,21,0,21,0
17616,original,0,3,9,train,286,0,286,0
17617,original,0,3,9,test,21,0,21,0
17618,original,0,3,10,train,286,0,286,0
17619,original,0,3,10,test,21,0,21,0
17620,original,0,3,11,train,286,0,286,0
17621,original,0,3,11,test,21,0,21,0
17622,original,0,3,12,train,286,0,286,0
17623,original,0,3,12,test,21,0,21,0
17624,original,0,3,13,train,286,0,286,0
17625,original,0,3,13,test,21,0,21,0
17626,original,0,3,14,train,286,0,286,0
17627,original,0,3,14,test,21,0,21,0
17628,original,0,3,15,train,286,0,286,0
17629,original,0,3,15,test,21,0,21,0
17630,original,0,3,16,train,286,3,283,0
17631,original,0,3,16,test,21,0,21,0
17632,original,0,3,17,train,285,5,281,1
17633,original,0,3,17,test,21,0,21,0
17634,original,0,3,18,train,284,15,271,2
17635,original,0,3,18,test,21,2,19,0
17636,original,0,3,19,train,284,28,258,2
17637,original,0,3,19,test,21,2,19,0
17638,original,0,3,20,train,280,34,252,6
17639,original,0,3,20,test,21,3,18,0
17640,original,0,3,21,train,272,47,239,14
17641,original,0,3,21,test,21,5,16,0
17642,original,0,3,22,train,266,60,226,20
17643,original,0,3,22,test,21,6,15,0
17644,original,0,3,23,train,256,71,215,30
17645,original,0,3,23,test,21,6,15,0
17646,original,0,3,24,train,250,84,202,36
17647,original,0,3,24,test,21,8,13,0
17648,original,0,3,25,train,246,98,188,40
17649,original,0,3,25,test,21,10,11,0
17650,original,0,3,26,train,237,115,171,49
17651,original,0,3,26,test,21,11,10,0
17652,original,0,3,27,train,234,132,154,52
17653,original,0,3,27,test,21,11,10,0
17654,original,0,3,28,train,229,143,143,57
17655,original,0,3,28,test,21,12,9,0
17656,original,0,3,29,train,223,152,134,63
17657,original,0,3,29,test,21,13,8,0
17658,original,0,3,30,train,218,160,126,68
17659,original,0,3,30,test,21,13,8,0
17660,original,0,3,31,train,216,166,120,70
17661,original,0,3,31,test,21,15,6,0
17662,original,0,3,32,train,213,168,118,73
17663,original,0,3,32,test,21,16,5,0
17664,original,0,3,33,train,206,177,109,80
17665,original,0,3,33,test,21,17,4,0
17666,original,0,3,34,train,197,184,102,89
17667,original,0,3,34,test,21,17,4,0
17668,original,0,3,35,train,191,194,92,95
17669,original,0,3,35,test,21,17,4,0
17670,original,0,3,36,train,185,197,89,101
17671,original,0,3,36,test,21,18,3,0
17672,original,0,3,37,train,185,198,88,101
17673,original,0,3,37,test,21,18,3,0
17674,original,0,3,38,train,184,202,84,102
17675,original,0,3,38,test,21,18,3,0
